genres,release_date,price,item_id,developer
['Simulation'],2016-11-30,9.99,502430,VIS - Visual Imagination Software
['Simulation'],2016-11-30,4.99,448208,Matrix Trains
"['Adventure', 'Casual']",2016-05-25,6.99,560230,Space Monkey International
"['Action', 'Casual', 'Indie', 'Massively Multiplayer', 'Simulation', 'Sports']",2017-09-17,4.99,562700,Lotte|EoD
"['Casual', 'Simulation', 'Strategy']",2016-11-30,11.99,486540,HandyGames
"['Action', 'Indie', 'Racing', 'Simulation', 'Sports']",2016-11-30,29.99,468100,Zordix AB
"['Casual', 'Indie', 'RPG', 'Early Access']",2016-11-30,3.99,512170,SketchTech
"['Adventure', 'Indie', 'Strategy']",2016-11-30,4.99,422190,Caravel Games
['Strategy'],2016-11-25,9.99,563200,Sean O'Connor
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2016-11-30,1.99,553074,DL Softworks
"['Action', 'Free to Play']",2016-11-30,14.99,557290,BlackSpot Entertainment
"['Action', 'Adventure', 'Indie']",2016-11-30,14.99,414190,Pixbits
"['Action', 'Adventure', 'Indie', 'RPG']",2016-11-30,4.99,511010,Team 4U
"['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016-11-30,Free to Play,402560,Tabletopia Inc.
"['Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016-12-01,2.99,562430,Four Winged Studio
"['Indie', 'Strategy']",2016-12-01,1.99,500690,Daniel Jonathan Bourke
"['Adventure', 'Casual', 'Indie', 'RPG']",2016-12-01,0.99,550420,John Wizard
"['Casual', 'Free to Play', 'Indie']",2016-12-01,Free,549090,"James Montgomery,Daniel Paez,Jeff Jackman,Lance Montgomery,Michael Nova"
['RPG'],2016-12-01,39.99,403970,KING Art
"['Action', 'Casual', 'Indie']",2014-04-14,7.99,550450,10tons Ltd
"['Adventure', 'Indie', 'RPG']",2016-12-02,5.99,407880,Dragon's Games
['Strategy'],2016-12-02,2.99,536741,HeroCraft
"['Action', 'Sports']",2016-12-02,29.99,460920,"Ubisoft Annecy,Ubisoft Montpellier,Ubisoft Kiev"
['Sports'],2016-12-02,19.99,529700,Grey Dog Software
"['Action', 'Adventure', 'Indie', 'RPG']",2016-12-02,12.99,383230,"Lamina Studios,Mike Studios"
"['Action', 'Adventure', 'Indie', 'RPG']",2016-12-02,2.99,463630,"Lamina Studios,Mike Studios"
"['Action', 'Casual', 'Indie']",2016-12-02,5.99,541410,RobProductions
"['Adventure', 'Indie']",2016-12-02,7.99,555290,Elf Games Works
"['Action', 'Indie']",2016-12-02,1.99,517960,Christian Vandagrift
"['Adventure', 'Casual']",2016-12-02,9.99,514720,ERS Game Studios
"['Action', 'Casual', 'Indie']",2016-12-05,1.99,565070,Giant Goblin Studio
"['Adventure', 'Simulation', 'Early Access']",2016-12-05,9.99,440450,Reborn Games Inc.
"['Action', 'Adventure', 'Indie']",2016-12-05,4.99,547090,"Vyacheslav Ozolnieks,Andrey Omelchenko,Andrey Kashin"
"['Action', 'Adventure', 'Indie']",2016-12-05,14.99,545150,Fazan
"['Casual', 'Strategy']",2016-12-05,6.99,561680,The Revills Games
"['Action', 'Casual', 'Indie']",2016-12-05,Free,548700,"Spiff Tune,Nickervision Studios"
"['Adventure', 'Indie', 'Strategy']",2016-12-05,4.99,422193,Caravel Games
"['Action', 'Adventure', 'Casual']",2016-11-25,0.99,545860,Giant Fox
"['Action', 'Adventure', 'Free to Play', 'Indie']",2016-12-05,Free,529770,Miria Studios
"['Casual', 'Free to Play', 'Indie']",2016-12-06,Free,513450,Invi Games
"['Casual', 'Indie']",2016-12-06,2.99,556570,Invi Games
['Action'],2016-12-06,2.99,563880,Dreadbit
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016-12-06,9.99,565261,Playsaurus
['Action'],2016-12-06,9.99,366240,"SNK CORPORATION,DotEmu"
"['Racing', 'Simulation', 'Sports']",2016-12-06,5.99,515120,Milestone S.r.l.
"['Adventure', 'Indie']",2016-12-07,11.99,488770,Billy Goat Entertainment Ltd
['Simulation'],2016-12-07,4.99,448209,Matrix Trains
"['Simulation', 'Sports', 'Early Access']",2016-12-07,39.99,529020,Contours
['Simulation'],2016-12-07,4.99,512310,Matrix Trains
['Simulation'],2016-12-07,4.99,513093,Bossman Games
['Simulation'],2016-12-07,4.99,523530,Other Ocean Interactive
['Simulation'],2016-12-07,4.99,523531,Other Ocean Interactive
['Simulation'],2016-12-07,4.99,523533,Other Ocean Interactive
['Simulation'],2016-12-07,4.99,523534,Other Ocean Interactive
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2016-12-07,19.99,459880,PlayFortress
['Simulation'],2016-12-07,4.99,523532,Other Ocean Interactive
"['Adventure', 'Indie', 'Strategy']",2016-12-07,4.99,422200,Caravel Games
['Simulation'],2016-12-07,9.99,494521,Virtavia
"['Action', 'Indie', 'Racing', 'Sports']",2016-12-07,1.99,457162,"Psyonix, Inc."
"['Indie', 'Strategy']",2016-12-07,4.99,388900,One Wheel Studio
"['Adventure', 'Casual']",2016-12-08,6.99,497020,SunRay Games
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2016-12-09,6.99,550310,EastFog Studios
"['Action', 'Casual', 'Indie']",2016-12-08,2.99,562520,ThinkOfGames
"['Adventure', 'Indie']",2016-12-06,9.99,495760,BARCHboi
['RPG'],2014-05-15,9.99,557410,Peter Whalen
"['Action', 'Indie']",2016-12-08,3.99,566260,Studio SiestA
['Adventure'],2016-12-09,29.99,552280,"Lump of Sugar,HIKARI FIELD"
['RPG'],2016-12-09,3.99,497240,USAmsterdamn
"['Action', 'Casual', 'Indie', 'Simulation', 'Strategy', 'Early Access']",2016-12-08,1.99,555850,Kobra Studio
"['Indie', 'RPG']",2016-12-09,4.99,560582,Thylacine Studios
"['Indie', 'RPG']",2016-12-09,9.99,560581,Thylacine Studios
"['Indie', 'RPG']",2016-12-09,Free,560580,Thylacine Studios
"['Action', 'Casual', 'Indie']",2016-12-09,4.99,567070,"ImaginationOverflow,Twin Ravens Audio"
['Adventure'],2015-01-17,Free To Play,560790,studio wasp
"['Casual', 'Indie']",2016-12-16,4.99,535000,"xropi,stev3ns"
"['Casual', 'Indie']",2016-12-09,1.99,567020,Egor Magurin
['Casual'],2016-12-13,5.99,566930,"Nova Ideals,Alawar Entertainment"
"['Indie', 'Strategy']",2016-12-13,Free,492690,Brightrock Games
['Casual'],2016-12-13,6.99,566940,"Adept Studios GD,Alawar Entertainment"
"['Casual', 'RPG']",2016-12-13,9.99,563760,"Silver Moon Internet,银月网络"
"['Casual', 'Indie']",2016-12-13,3.99,560200,AppGeneration
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2016-12-13,2.99,565323,DL Softworks
"['Action', 'Casual', 'Indie']",2016-12-13,1.99,567280,Just1337 Studio
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2016-12-13,2.99,565324,DL Softworks
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2016-12-13,7.99,565322,DL Softworks
"['Action', 'Casual', 'Indie']",2016-12-13,0.99,534320,Heisenberg Entertainment
"['Casual', 'Indie']",2016-12-13,Free,569410,Quiet River
['Strategy'],2016-12-13,3.99,565040,GSC Game World
"['Adventure', 'Casual', 'Indie']",2016-12-13,3.99,412290,mesetts
"['Action', 'Indie']",2016-12-13,14.99,350600,PIXYUL
"['Casual', 'Indie']",2016-12-13,6.99,567980,Bekho Team
"['Casual', 'Indie']",2016-12-13,8.99,567860,Netmin Games
"['Casual', 'Indie']",2016-12-13,6.99,563320,Color Brush Studio
"['Casual', 'Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2016-12-21,Free To Play,542940,StudioQi
"['Simulation', 'Strategy']",2016-12-13,19.99,536890,Mostly Tigerproof
"['Adventure', 'Free to Play', 'RPG']",2016-12-13,Free To Play,559990,Gestmorph Games
['Simulation'],2016-12-13,0.99,555080,Glenn Main
"['Adventure', 'Casual', 'Indie']",2016-12-15,12.99,561000,GameHouse
"['Racing', 'Simulation', 'Sports']",2016-12-15,3.99,464320,Milestone S.r.l.
"['Action', 'Indie']",2016-12-15,8.99,463791,Fatshark
['Adventure'],2016-12-16,1.99,545490,Indie Dynamics
"['Adventure', 'Free to Play', 'Massively Multiplayer', 'RPG']",2016-12-15,Free To Play,523190,Gamemag
['Simulation'],2016-12-15,14.99,536573,Aerosoft GmbH
"['Simulation', 'Strategy']",2016-12-15,14.99,530760,Paradox Development Studio
['RPG'],1997-07-31,5.99,559640,Dynamix
"['Free to Play', 'RPG']",2016-12-15,Free To Play,251450,Kiz Studios
"['Action', 'Strategy', 'Early Access']",2016-12-15,6.99,563490,PoRovoz Studios
"['Indie', 'Simulation', 'Strategy', 'Early Access']",2016-12-15,14.99,538990,Aatlantis Code
['Indie'],2016-12-15,4.99,571190,"Maxwolf,Fox"
"['Adventure', 'Indie']",2016-12-15,5.99,551840,Crystal Shard
"['Casual', 'Indie']",2016-12-15,2.99,570490,Zachtronics
"['Adventure', 'Indie']",2016-12-15,1.99,557790,CubeInSquare
"['Adventure', 'Indie']",2016-12-15,5.99,571010,"System Era Softworks,Machinefabriek"
"['Indie', 'Simulation', 'Strategy']",2016-12-16,14.99,531680,Petroglyph
"['Casual', 'Indie']",2016-12-16,7.99,563340,MysteryTag
"['Adventure', 'Indie']",2016-12-16,4.99,559950,Finish Line Games
"['Indie', 'Racing', 'RPG', 'Simulation']",2016-12-16,2.99,567000,BEta - indie
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2009-10-02,4.99,569010,baKno Games
"['Casual', 'Indie', 'Strategy']",2016-12-16,4.99,485630,Vladimir Maslov
"['Indie', 'RPG', 'Strategy']",2016-12-16,11.99,529160,MokyuSoft
['Strategy'],2016-12-16,11.99,530040,StormCube Games
"['Action', 'Casual', 'Indie', 'Simulation']",2016-12-16,1.99,539700,Triple-Star Studio
"['Action', 'Casual', 'Indie', 'Early Access']",2016-12-17,6.99,535240,Furion Studios
"['Action', 'Casual', 'Indie']",2016-12-16,0.99,567290,"Just1337 Studio,Crohack"
"['Action', 'Casual', 'Indie']",2016-12-19,0.99,571020,Mihai Morosanu
"['Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2016-12-19,Free,570920,Skatanic Studios
"['Design &amp; Illustration', 'Utilities']",2016-12-20,3.99,531600,Sebastien Bini
"['Simulation', 'Strategy']",2016-12-19,4.99,558480,"Playdek, Inc."
['Indie'],2016-12-19,0.99,571300,"Maxwolf,Fox"
"['Adventure', 'Casual', 'Indie', 'Strategy']",2016-12-19,2.99,567210,Starwind Games
"['Action', 'Adventure', 'Casual', 'Indie', 'RPG', 'Sports']",2016-12-19,4.99,538700,dynamicsoulworks
"['Action', 'Adventure', 'Indie']",2016-12-20,2.99,570890,BT Studios
"['Action', 'Indie']",2016-12-19,0.99,500340,ATTACK MOUNTAIN
"['Adventure', 'Casual', 'Indie']",2016-12-19,6.99,502530,ATTACK MOUNTAIN
['Strategy'],2016-12-20,Free,544840,Game Studio Abraham Stolk Inc.
"['Action', 'Adventure', 'Casual', 'Massively Multiplayer']",2016-12-20,7.99,508400,"QLOC,DIMPS"
"['Adventure', 'Indie', 'Early Access']",2016-12-20,1.99,570500,2B_GAMES
"['Action', 'Indie']",2016-12-21,7.99,557420,Shindenken
['Simulation'],2016-12-21,14.99,536574,Aerosoft GmbH
"['Adventure', 'Casual', 'Indie']",2016-12-21,6.99,414140,Mysia Games
['Simulation'],2016-12-21,14.99,536549,Toposim
['Simulation'],2016-12-21,14.99,536572,Toposim
['Simulation'],2016-12-21,14.99,536575,Aerosoft GmbH
"['Action', 'Indie']",2016-12-21,6.66,542350,D.E.X. Team
"['Casual', 'Indie', 'Strategy']",2016-12-20,2.99,567800,"Jetdogs Studios,Zoom Out Games"
"['Free to Play', 'Indie', 'Strategy', 'Early Access']",2016-12-22,Free to Play,558100,Game Science
"['Casual', 'Indie', 'Sports']",2016-12-22,1.99,567040,Oryzhon Studios
"['Casual', 'Strategy']",2016-12-22,4.99,546200,Creobit
"['Indie', 'RPG', 'Strategy']",2016-12-22,1.99,571250,M. Hanka
"['Adventure', 'Indie']",2016-12-22,Free,571750,SVRVIVE Studios
"['Indie', 'Strategy']",2016-12-23,1.99,573180,Orange_Juice
"['Adventure', 'Casual', 'Indie']",2016-12-23,3.99,562670,Starodymov
"['Casual', 'Indie', 'Simulation', 'Strategy']",2016-12-23,3.99,571960,Immersed Games
"['Casual', 'Simulation']",2016-12-23,Free to Play,564010,"FarSight Studios, Inc."
"['Action', 'Indie', 'RPG']",2016-12-27,1.99,528730,Rendercode Games
['Indie'],2016-12-26,0.99,543430,AbsQual Studio
"['Action', 'Casual', 'Indie']",2016-12-27,0.99,529900,Magnolia Art
"['Action', 'Adventure', 'Indie']",2016-12-28,0.99,571870,Mihai Morosanu
['RPG'],2016-12-28,1.99,574580,Kormishenkov Anton
"['Action', 'Indie']",2016-12-28,4.99,568090,Waygetter Electronics
"['Action', 'Adventure', 'Casual', 'Indie']",2016-12-28,0.99,572040,Jose Pedro Díaz
['Indie'],2016-12-28,2.99,544180,"wins_84,gamebalance"
"['Action', 'Casual', 'Indie']",2016-12-28,2.99,567580,Just1337 Studio
"['Adventure', 'Indie']",2016-12-29,3.99,575030,"Tingly, LLC"
"['Action', 'Adventure', 'Indie']",2016-12-28,5.99,395550,"Adam McLellan,Ricardo Chirino"
"['Casual', 'Indie']",2016-12-29,2.99,555320,salamandra88
"['Action', 'Adventure', 'Indie']",2016-12-29,2.99,543320,CrabWay
"['Action', 'Adventure', 'Indie']",2016-12-29,2.99,574910,James C. Gray
"['Casual', 'Free to Play', 'Indie', 'Simulation']",2016-12-30,Free To Play,555210,Eternal Night Studios
"['Action', 'Casual', 'Indie']",2016-12-22,0.99,560710,nlfastudio
"['Action', 'Adventure', 'Casual', 'Indie']",2017-01-02,9.99,538390,"The Crimson Nights Team,Spiky Fish Games"
"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-01-02,12.99,550400,Blue Giraffe
"['Indie', 'Strategy']",2017-01-02,3.99,552030,SolarLance
"['Action', 'Adventure', 'Indie']",2017-01-03,3.99,568130,Nickana Studio
"['Action', 'Indie']",2017-01-03,Free,431340,TERNOX
"['Indie', 'Racing', 'Simulation']",2017-01-03,1.99,575400,gearspecs
"['Action', 'Casual', 'Indie', 'Racing', 'Simulation', 'Sports']",2017-01-01,0.99,575470,Manic Mind Game Lab
"['Action', 'Adventure', 'Indie', 'Simulation']",2017-01-04,1.99,574770,VGstudio
"['Action', 'Adventure', 'Indie', 'Simulation']",2017-01-04,4.99,555670,VGstudio
"['Adventure', 'Casual', 'Indie', 'Simulation', 'Strategy']",2017-01-01,0.99,576600,Belarus Games
"['Adventure', 'Indie']",2017-01-04,5.99,544970,Mattis Folkestad
"['Action', 'Adventure', 'Casual', 'Indie']",2016-10-30,3.99,565650,Paul O'Bar
"['Indie', 'RPG']",2017-01-06,0.99,497560,"David Nguyen,David Chang"
"['Indie', 'RPG']",2017-01-02,3.99,568830,Windward_Birds
"['Adventure', 'Casual', 'Indie']",2017-01-06,1.99,575130,MetamorphoGames
"['Adventure', 'Indie']",2016-12-27,3.99,524940,Super Games Studio
"['Racing', 'Sports']",2017-01-06,0.99,566990,Falcoware
"['Adventure', 'Casual', 'Indie', 'Strategy']",2017-01-06,0.99,574972,"Stenner Studios,Killbox Graphics"
['Adventure'],2017-01-06,2.99,575650,Kyuppin
['Indie'],2017-01-10,4.99,569760,Taste Games
"['Action', 'Casual', 'Indie', 'RPG', 'Sports', 'Strategy', 'Early Access']",2017-01-09,7.99,563410,King Crow Studios
"['Adventure', 'Indie', 'RPG']",2017-01-09,0.99,545700,RPG Video
['Indie'],2017-01-10,1.99,511920,David Kilmer
"['Adventure', 'Casual']",2017-01-10,14.99,534980,Winter Wolves
"['Action', 'Adventure', 'Indie', 'Racing']",2017-01-10,4.99,559960,Oddrok
"['Action', 'Indie', 'Racing']",2017-01-10,4.99,559870,Tree Men Games
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-01-10,6.99,577402,DL Softworks
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-01-10,6.99,577403,DL Softworks
"['Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-01-10,6.99,577405,DL Softworks
"['Adventure', 'Indie']",2017-03-09,8.99,538070,Desert Fox
"['Action', 'Indie']",2017-01-11,14.99,502540,Renegade Sector Games
"['Action', 'Adventure', 'Indie']",2017-01-11,4.99,493710,Flynns Arcade
"['Indie', 'Massively Multiplayer', 'RPG', 'Simulation', 'Strategy']",2011-05-16,4.99,559310,Illyriad Games
"['Action', 'Indie']",2016-12-22,3.99,574020,QUByte Interactive
"['Action', 'Indie', 'Sports', 'Strategy', 'Early Access']",2017-01-11,9.99,572220,Bowlcut Studios
"['Adventure', 'Casual']",2017-01-11,9.99,569150,Boolat Entertainment
['Strategy'],2001-08-18,5.99,578670,Fever Pitch Studios
['Indie'],2017-01-12,6.99,444170,InvertMouse
['Indie'],2017-01-12,2.99,444610,InvertMouse
['Indie'],2017-01-12,2.99,444611,InvertMouse
"['Action', 'Indie']",2017-01-13,14.99,347290,Super Mega Team
['Simulation'],2017-01-13,6.99,576930,VIS - Visual Imagination Software
"['Action', 'Indie']",2017-01-13,4.99,512490,Sad Spaghetti Entertainment
"['Action', 'Casual', 'Indie']",2017-01-13,7.99,314590,The Paper Robot
"['Casual', 'Indie', 'Strategy']",2017-01-16,7.99,574170,Renxiang Game
"['Action', 'Adventure', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-01-16,2.99,581080,Corrosive Studios LLC
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2017-01-16,59.99,496434,Fishing Planet LLC
"['Free to Play', 'Massively Multiplayer', 'Simulation', 'Sports']",2017-01-16,39.99,496435,Fishing Planet LLC
"['Action', 'Adventure', 'Indie', 'RPG']",2017-01-16,9.99,498500,Crazyant
"['Action', 'Indie']",2017-01-16,1.99,575870,Peace
"['Action', 'Indie']",2017-01-16,4.99,575000,Teamomega
"['Action', 'Adventure', 'Indie']",2017-01-16,0.99,581720,Falcoware
"['Adventure', 'Casual']",2017-01-16,9.99,569900,Boolat Games
"['Action', 'Indie', 'Early Access']",2017-01-17,0.99,576480,Ogulcan Karaoglu
['Strategy'],2017-01-17,1.99,411120,Jetdogs Studios
"['Indie', 'RPG', 'Strategy']",2007-03-21,9.99,364740,MoaCube
"['Casual', 'Indie']",2017-01-17,0.99,576010,SlyGames
"['Adventure', 'Casual', 'Indie', 'Early Access']",2017-06-01,14.99,552880,Joure Visser
"['Racing', 'Simulation', 'Sports']",2017-01-17,Free,563790,Milestone S.r.l.
"['Casual', 'Indie', 'Strategy']",2017-01-18,9.99,575800,Anawiki Games
"['Action', 'Adventure', 'Indie', 'Simulation']",2017-01-18,4.99,391300,"Nova Dimension,Recreat4"
"['Action', 'Adventure', 'Casual', 'Indie', 'Strategy']",2017-01-19,1.99,575880,Jonni Hirst
"['Simulation', 'Sports']",2017-01-19,19.99,545130,"Umix Studios,Cyanide"
['Strategy'],2017-01-19,19.99,449460,HexWar Games
['Strategy'],1997-03-01,4.99,573790,Digital Reality
['Strategy'],1999-12-01,9.99,490370,"Digital Reality,Gyroscope Games"
"['Casual', 'Indie', 'RPG', 'Early Access']",2017-01-19,4.99,404070,"Lunchtime Studios, LLC"
"['Casual', 'Indie']",2017-01-19,2.99,539450,Anatoliy Loginovskikh
"['Indie', 'Strategy']",2017-01-19,24.99,464880,Ashdar Games
"['Adventure', 'Casual']",2017-01-19,9.99,558340,Moonrise Interactive
"['Action', 'Casual', 'Indie', 'Sports', 'Early Access']",2017-01-19,2.99,513310,Eclipse Studios
"['Casual', 'Indie']",2017-01-27,1.99,550580,One More Game
['Indie'],2017-01-19,2.99,576700,Broken Code Games
"['Adventure', 'Casual', 'Indie', 'RPG', 'Simulation', 'Strategy']",2017-01-20,7.99,461370,Warfare Studios
"['Action', 'Indie']",2017-01-20,2.99,533630,Ascension Interactive Media
"['Indie', 'RPG', 'Early Access']",2017-04-01,4.99,535350,Black Alchemy Games
"['Indie', 'RPG', 'Early Access']",2017-09-20,9.99,530080,Team Toaster
['RPG'],2017-01-22,4.99,554690,ButterChain
"['Casual', 'Indie']",2017-01-23,0.99,575700,Mihai Morosanu
"['Adventure', 'RPG', 'Simulation', 'Strategy']",1997-09-01,2.99,575690,NIKITA ONLINE
"['Casual', 'Indie']",2017-01-23,0.99,582280,Kirill Gurman
"['Action', 'Indie']",2017-01-23,2.99,557830,Carl Games
"['Action', 'Indie']",2016-11-06,0.99,512150,Justin Varghese
"['Action', 'Casual', 'Indie', 'Sports']",2017-01-23,7.99,458170,Eendhoorn Games
"['Casual', 'Indie']",2017-01-23,0.99,579230,Synnergy Circle Games
"['Indie', 'Sports']",2017-03-31,7.99,552370,Gobbo Games
"['Action', 'Adventure']",2017-01-23,29.99,418370,"CAPCOM Co., Ltd."
"['Adventure', 'Casual']",2017-01-24,6.99,549190,Big Fish Studios
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-01-24,1.99,438950,VooFoo Studios
"['Action', 'Adventure', 'Casual', 'Free to Play', 'Indie', 'RPG']",2017-01-23,Free to Play,553030,Trilith Entertainment Ltd
"['Action', 'Indie', 'RPG']",2017-01-24,6.99,554000,Brace Yourself Games
"['Action', 'RPG']",2017-01-24,Free to Play,555450,Eidos Montreal
"['Action', 'Adventure']",2017-01-24,6.99,525000,Ubisoft
"['Action', 'Casual', 'Indie', 'Early Access']",2017-01-24,4.99,508520,Spydersoft
"['Casual', 'Indie']",2017-01-25,12.99,578070,Frontwing
"['Adventure', 'Casual', 'Indie', 'Strategy']",2015-12-22,9.99,427780,Ivanovich Games
"['Action', 'Casual', 'Indie']",2017-01-24,3.99,575920,"ThinkOfGames,The Storytelling Studio"
"['Adventure', 'Indie']",2017-01-01,2.99,573050,نقش الضوء
['Simulation'],2017-01-25,5.99,563890,stillalive studios
"['Adventure', 'Indie']",2017-01-25,14.99,430410,Bit Byterz
"['Adventure', 'Casual']",2017-01-25,9.99,557720,Vendel Games
"['Adventure', 'Indie', 'RPG']",2017-01-25,4.99,462200,IndieMax
"['Action', 'Indie']",2017-01-25,4.99,560510,Mike Studios
"['Casual', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-01-25,2.99,439830,Ripstone
"['Action', 'Strategy']",2001-10-31,9.99,514080,N-Fusion Interactive
"['Casual', 'Free to Play', 'Indie', 'RPG', 'Simulation', 'Strategy', 'Early Access']",2017-01-26,Free To Play,547680,Hyper Hippo Games
"['Casual', 'Indie', 'Racing']",2017-01-27,4.99,571080,SparkLightGames
"['Action', 'RPG']",2017-01-26,19.99,525430,BANDAI NAMCO Studios Inc.
"['Action', 'RPG']",2017-01-26,Free,565210,BANDAI NAMCO Studios Inc.
"['Action', 'RPG']",2017-01-26,9.99,528057,BANDAI NAMCO Studios Inc.
"['RPG', 'Strategy']",2017-01-26,29.99,445430,Xuse
"['Adventure', 'RPG']",2017-01-26,14.99,465040,Xuse
"['Action', 'Casual', 'Indie']",2017-01-27,Free,469050,Forever Entertainment S. A.
"['Adventure', 'Indie', 'Strategy']",2017-01-27,0.99,575460,Mortis Games
"['Adventure', 'Indie', 'RPG']",2017-01-27,Free,584620,Warped Tales
['Simulation'],2017-01-27,4.99,512311,Matrix Trains
['Simulation'],2017-01-27,4.99,512312,Matrix Trains
"['Action', 'Adventure', 'Indie', 'Early Access']",2017-01-27,10.99,553740,Capsule Three
"['Action', 'Adventure', 'Indie', 'RPG', 'Early Access']",2017-01-27,9.99,505060,"Haven Made,craigz"
['Simulation'],2017-01-27,9.99,555531,Maple Flag
"['Action', 'Indie']",2017-01-27,3.99,514340,ANIM•ACE
"['Adventure', 'Casual']",2017-01-27,9.99,551150,Domini Games
"['Free to Play', 'Massively Multiplayer']",2017-01-27,Free To Play,539650,SG Data
"['Casual', 'Indie']",2017-01-27,1.99,581760,Vladimir Maslov
"['Action', 'Adventure', 'Casual', 'Indie']",2017-01-27,0.99,575760,Indie Games Studio
"['Action', 'Adventure', 'Indie', 'Early Access']",2017-02-09,14.99,545840,Mind Grown Software
"['Action', 'Indie']",2017-01-27,4.99,514810,Joshua Missile
"['Action', 'Indie', 'Strategy']",2017-01-28,4.99,586310,Romero Games Ltd.
"['Action', 'Indie']",2017-01-28,Free,524240,I3
"['Action', 'Indie']",2017-01-29,0.99,586350,Walter Machado
"['Adventure', 'Casual', 'Indie', 'RPG']",2017-01-29,9.99,504660,WorldWideSoftware
"['Action', 'Indie']",2017-01-29,3.99,528430,Tower Up Studios
"['Action', 'Casual', 'Indie']",2017-01-30,0.99,586490,Just1337 Studio
"['Action', 'Adventure', 'Indie']",2017-01-30,11.99,566750,AT The Gate Team
"['Action', 'Indie']",2017-01-30,0.99,533310,Tower Up Studios
"['Adventure', 'Indie']",2016-08-28,10.99,543930,Narrator
['Simulation'],2017-01-31,4.99,326035,virtualRailroads
['Simulation'],2017-01-31,4.99,513105,virtualRailroads
"['Adventure', 'Indie', 'Simulation']",2017-01-31,8.99,513480,Windybeard
"['Action', 'RPG']",2017-01-31,7.99,528058,BANDAI NAMCO Studios Inc.
['Action'],2017-01-31,4.99,588660,"Io-Interactive A/S,Feral Interactive (Linux),Feral Interactive (Mac)"
['Indie'],2017-01-31,9.99,530370,Midipixel
['Strategy'],2017-01-31,3.99,572300,Happy Hobgoblin
"['Adventure', 'Casual', 'Indie']",2017-01-31,5.99,505340,Deceptive Games Ltd.
"['Action', 'RPG', 'Early Access']",2017-01-31,15.99,568190,Black Tower Studios
['Simulation'],2017-02-01,19.99,376965,Virtual Rail Creations
"['Action', 'Casual', 'Indie', 'Racing', 'Sports']",2017-02-01,3.99,526920,On5
"['Action', 'Casual', 'Indie']",2017-02-01,0.99,585790,Evgeny Osmet
"['Adventure', 'Indie']",2017-02-01,4.99,587882,Olivier LeClair
"['Adventure', 'Indie']",2017-02-01,0.99,587880,Olivier LeClair
"['Adventure', 'Indie']",2017-02-01,14.99,587891,Olivier LeClair
"['Adventure', 'Indie']",2017-02-01,9.99,587890,Olivier LeClair
"['Adventure', 'Indie']",2017-02-01,Free,587840,Olivier LeClair
"['Casual', 'Indie']",2017-02-02,3.99,559930,Loju
"['Action', 'Adventure']",2017-02-02,19.99,495160,CyberConnect2 Co. Ltd.
"['Action', 'Casual', 'Indie']",2017-02-02,3.99,567780,Nuno Donato
['Adventure'],2015-05-19,19.99,572700,HeR Interactive
"['Adventure', 'Indie']",2017-02-02,4.99,583660,651 GAMES
"['Action', 'Adventure', 'Indie']",2017-02-03,4.99,486020,Bakershah Games
"['Casual', 'Simulation']",2017-02-02,7.99,587330,Stonehill Games
"['Action', 'Indie']",2017-02-02,9.99,564150,"[erka:es],Darksquid Media"
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-02-03,6.99,589651,DL Softworks
"['Adventure', 'Casual', 'Free to Play', 'Indie', 'Simulation', 'Sports', 'Strategy']",2017-02-03,5.99,589650,DL Softworks
"['Action', 'Adventure', 'Casual', 'Indie', 'Simulation']",2017-02-03,4.99,577450,Giant Squid
"['Indie', 'RPG']",2017-02-03,10.99,437250,Pixel Trickery
"['Adventure', 'Casual']",2017-02-03,9.99,586690,Eipix Entertainment
"['Free to Play', 'RPG']",2017-02-05,Free to Play,536930,Square Enix
['RPG'],2017-02-05,1.99,578440,singi
