user_id,item_id,recommend,sentiment_analysis,clean_date
BearVoSir,209870,True,2,2014-10-13
76561198039606680,48700,True,2,2015-05-02
76561198063550753,38830,True,1,2013-11-30
76561198077259604,200710,True,2,2014-06-25
bfraserlikesgames,108600,True,0,2014-12-03
76561198071644316,440,True,2,2014-06-29
chefmisery,211820,True,2,2014-05-23
76561198071631039,4000,True,1,2014-10-30
skotavus,239350,False,0,2013-12-07
SoOutOfLuck,4000,True,0,2013-09-25
76561198085601351,206500,True,0,2014-11-06
sky_track,354140,True,2,2015-03-14
skylord30,49520,True,2,2014-02-12
76561198062091405,211420,True,2,2014-02-14
76561198075234879,99900,True,2,2014-09-16
slaydread,222900,False,0,2015-09-19
slicer11221,230410,True,2,2013-10-18
ethanabey,8870,True,1,2013-12-11
76561198072534619,440,True,2,2012-12-20
DeadFishCorporation,2400,True,0,2014-11-28
naaaaaaz,440,True,1,2011-06-22
SmiLeGaming06660,730,False,2,2014-10-20
Smithy2700,417860,True,1,2015-11-24
RegularSmokeyJoe,48700,True,2,2014-09-09
76561198059487098,252490,True,2,2015-07-07
76561198090792324,218620,True,2,2014-10-29
76561198095385702,8870,True,1,2014-11-21
justthathelicopterpilot,271590,True,1,2015-12-18
76561198081069153,440,True,2,2014-06-20
coadstar101,203770,True,2,2014-06-19
SenatorArmstrong123,235460,True,2,2014-10-14
76561198051777058,108600,True,2,2014-07-01
goddamnterrorists,440,True,2,2013-03-05
SnowyDao,346110,True,2,2015-07-31
_SNS_,32400,True,2,2014-01-03
snyper4plg,304930,True,2,2014-08-07
camo88,34330,True,2,2011-03-19
camo88,34330,True,2,2011-03-19
GroovyG0D,219740,True,2,2014-06-20
76561198021142819,440,True,2,2013-08-03
solodsnek,289130,False,0,2014-12-20
Real_Rotunda,230410,True,1,2014-06-25
ThatMexicanGuy,260230,True,2,2015-03-28
76561198040704557,240,True,0,2014-01-01
swineflu1122,244850,True,2,2014-04-24
76561198072196225,305620,True,2,2015-06-21
76561198071088410,4000,True,2,2013-12-20
sonnymastrangioli,290080,True,2,2015-11-13
SWAGHIGHJAKKER,730,True,2,2014-12-28
joao_bobd,240,True,0,2015-10-22
juliagillardismymum,252950,True,0,2015-12-11
76561198055096033,214950,True,2,2014-07-07
spacemonkey,212680,True,2,2013-09-21
space_jumper,107410,True,2,2014-06-26
NJFV,221640,True,2,2013-12-25
Sparkzh2o,620,True,2,2013-02-09
76561197986948702,244850,True,2,2014-05-18
76561198085996419,730,True,2,2015-02-24
nerrma,730,True,1,2014-06-27
SpExXkRiWestPacIsDeadLongLive,388520,True,2,2015-08-28
76561197983875214,730,True,2,2015-04-09
76561198081461581,440,True,1,2015-02-10
Kaj3n,72850,True,2,2014-01-22
harley293,104900,True,1,2015-08-04
76561198070995743,211820,True,2,2014-09-13
IAMYOUDIDYOUKNOWTHAT,105600,True,1,2013-03-19
Squiddicals,440,True,0,2015-02-25
Squiggley,220,True,2,2013-11-02
CranSi,440,True,1,2013-05-09
FrostyByte,295110,True,1,2015-03-24
ssbatt,248570,True,2,2014-05-29
76561198039700455,8870,True,2,2014-03-20
76561198049623068,359550,False,1,2015-12-24
76561198069758889,298260,True,2,2014-08-24
76561198047232925,440,True,2,2013-04-01
_codered66_,730,True,0,2015-01-12
76561198081739230,208650,False,1,2015-06-25
rektlegolad,570,True,1,2015-01-07
CounterEverything,268420,True,2,2015-04-08
76561198080384414,42160,False,0,2014-02-08
SteevH,630,True,2,2010-12-21
76561198094163912,550,True,1,2013-12-25
76561198069917462,440,True,2,2014-02-23
76561198072812024,8930,True,0,2013-12-31
76561198100807328,570,True,1,2015-03-20
jellysama,570,True,2,2015-10-14
Stewietron,250180,True,2,2014-04-29
Madrake,313730,True,2,2015-05-03
stinglock,252490,True,2,2013-12-11
NotStomm,281690,True,2,2015-01-15
AfterEffects,346110,False,1,2015-12-19
76561198042267727,346010,True,2,2015-12-12
geraldtan35,730,True,2,2015-05-22
stormlrd,22350,False,1,2015-07-20
stormshado,23450,True,1,2014-12-29
76561198076885214,440,True,2,2013-02-25
artic_creeper,303390,True,0,2014-12-20
Strike_fire,440,True,2,2015-03-10
StrungOut7,8870,True,0,2014-12-22
PraiseDuarte,264380,True,2,2014-05-02
AlsonFoong,440,True,0,2013-05-03
64512328,250600,True,1,2014-03-08
64512328,250600,True,1,2014-03-08
aquelemlkgenteboa,570,True,1,2015-08-03
fantasticjustice,105600,True,2,2014-09-27
76561198074373301,91310,True,2,2014-01-16
nosquint,221100,True,2,2014-01-15
eminisc,440,True,2,2015-01-26
76561198070868249,219640,True,2,2015-05-27
summon1805,200210,True,1,2014-09-26
SunnyS,105600,True,2,2014-02-01
Happysumo,211420,True,1,2014-02-14
Duskerno,263360,True,2,2014-01-31
76561198085112694,440,True,1,2013-05-09
76561198096417535,440,True,2,2015-03-24
superyoshiegg,218620,True,2,2015-10-22
sugoisukhoi,224760,True,2,2014-01-01
76561198075313412,224540,True,1,2013-12-22
SVB128,271590,True,1,2015-06-13
mostmlgpro420blazeitsteamprofile,246620,True,2,2014-10-17
frost27820,237110,True,1,2015-04-07
76561198061950314,730,True,1,2013-12-11
76561198070164022,550,True,2,2013-12-25
76561198070346631,200510,True,0,2015-12-25
syrith,244850,True,2,2014-12-26
76561198102490796,222880,True,1,2015-12-10
76561198078317599,209160,False,0,2014-08-26
76561198015930046,4000,True,1,2014-01-14
T0talN1nja,21090,True,0,2013-11-26
DJHotpuffle,4000,True,2,2014-09-15
76561198103243648,285900,True,2,2014-08-31
robotninja3000,234190,True,2,2014-03-08
Garfiw,104900,True,1,2015-05-12
76561198022552926,620,True,2,2013-12-12
76561198054199777,214790,True,2,2013-12-20
76561198044382516,219640,True,2,2014-01-22
DJPayg,206440,True,2,2014-10-31
76561198065102350,730,True,2,2015-04-04
froggee,570,True,2,2014-07-08
76561198104909664,440,True,1,2014-07-03
tazzudevil,91310,True,2,2014-02-24
tdgodly,550,True,2,2013-12-29
76561198068268726,218230,True,2,2015-06-17
PredatorEdge,200210,True,0,2014-01-13
therealtehN,72850,True,0,2013-07-20
76561198061748090,252490,False,0,2015-04-04
76561198073567095,25000,True,2,2014-01-03
masterteo5,206210,True,0,2013-12-10
Wherethejewwimminat,17470,True,0,2014-10-20
notcoco,440,True,1,2015-07-29
lukerfer,201790,True,2,2013-12-30
Tesps,225540,True,2,2015-12-06
76561198044043409,248860,True,0,2014-12-29
galaxyidoltetora,346110,True,1,2015-10-30
76561198040786220,9420,True,2,2012-12-31
Vtsmash123,8190,False,2,2013-12-19
76561198064718777,273350,True,1,2015-03-13
Angus887Gaming,271590,True,2,2015-04-19
76561198086883406,218230,True,2,2013-12-27
76561198067176761,208090,True,2,2014-12-24
GoldenCookies,401650,False,2,2015-10-24
76561198041647183,319510,True,0,2014-09-19
thebraminator,570,True,2,2014-01-01
94567,210770,True,2,2014-11-23
Doomsdayvirus1,17390,True,2,2014-03-29
thediamond96,230050,True,1,2013-12-01
76561197981571612,215470,True,2,2015-02-04
the1nchmonster,219092,True,2,2014-12-14
76561198045385665,244850,True,2,2014-06-20
zile98,730,False,2,2014-06-07
thegentlemanjoker,218620,False,1,2015-12-12
76561198053230995,440,True,2,2014-09-15
spaghettimmmgoodsphaget,374570,True,2,2015-05-29
76561198080137082,207610,True,2,2013-07-19
shroud1,1250,True,2,2014-08-04
IIIIllllIIIllIlIIIlIIlIlIlIlIlI,104900,True,2,2014-02-26
H-O-B-O,264380,True,1,2014-05-07
muchbanta,271290,True,2,2014-03-28
dogetrellmmmbaconyesplease,301520,True,2,2014-08-04
MattMan1275,107410,True,2,2013-12-16
76561198054627970,200710,True,2,2013-01-27
TheSuccIsGudd,4000,True,2,2013-12-02
76561198054577621,49520,True,2,2014-12-25
76561198054416836,277460,True,2,2014-12-15
76561198072813477,218230,True,2,2014-01-26
76561198036779203,570,True,1,2013-01-18
thegreatds,204360,True,1,2015-05-10
theironhex,730,True,2,2015-04-13
76561198051362094,218620,True,1,2014-06-01
76561198117757661,261640,True,2,2014-11-14
yoplez,105600,True,2,2013-07-30
playgamesonlineoffical,10180,True,2,2015-12-13
76561198081919992,208090,False,0,2015-11-15
TheUnderdog2020,440,True,2,2013-01-26
thiefofrosesinlalaland,289650,True,2,2014-11-24
76561197974963007,570,True,2,2015-07-16
KO10,8930,True,2,2015-04-21
thor2424,207140,True,2,2014-12-18
MargeShrimpson,218620,False,0,2015-10-18
76561198043195037,72850,True,2,2014-06-30
76561198058253719,304930,True,2,2014-09-14
76561198056212336,212680,True,2,2013-11-26
76561198093077688,250900,True,2,2014-11-04
76561198067124717,8930,True,2,2014-01-27
Raltexe,222880,True,2,2015-04-11
meiasvivarinapodeconfiar,105700,True,1,2012-06-03
timot_lambo,298110,True,2,2014-11-24
76561198091514051,440,True,0,2014-02-03
chicken_steak,107410,True,2,2014-12-13
76561198037509696,1250,True,1,2014-07-08
TiviTed,730,True,2,2014-11-17
WildernessJulyan,346110,True,1,2015-09-14
76561198086431129,224260,True,0,2013-12-12
76561198065836764,570,True,2,2013-01-04
76561198064432296,440,True,2,2014-11-30
76561198086973040,730,True,1,2015-06-11
76561198097591088,109400,True,1,2013-12-21
60324133769,440,True,2,2012-01-11
76561198066582571,440,True,2,2014-05-20
ToastedFiggin,261180,True,2,2014-09-14
76561198081509412,440,True,2,2015-05-16
76561198045904236,8930,True,2,2015-11-25
76561198092114416,212680,True,2,2014-03-15
tobyowner,218230,True,2,2014-02-21
hungrycerealkiller,242760,True,2,2014-06-25
2011368123,206440,True,1,2014-09-25
76561197993255329,359550,False,2,2015-12-03
Delphaeus,270850,True,2,2014-02-01
PorraPelaMorDeDeus,730,True,1,2015-10-19
thomas9308,440,True,1,2013-05-23
76561198051820003,22380,True,1,2015-12-17
bemyass,219890,True,2,2013-04-08
Tonmonkeyla,72850,True,2,2014-03-04
bastson,207140,True,0,2014-12-21
tonyzerk,4000,True,2,2015-11-20
Torca2001,244850,True,2,2014-05-10
76561198071127235,440,True,2,2014-09-17
SuchAWeeaboo,304930,True,2,2014-09-20
76561198085216751,4000,True,2,2014-02-25
76561198062278911,4000,True,0,2014-02-21
traketraketrake,440,True,2,2014-09-09
63Hayden,22380,True,2,2015-01-18
Vector3478,304930,True,2,2014-07-28
76561197980641293,55100,True,2,2015-03-14
76561198031729727,211820,True,2,2013-12-06
76561198015275299,4000,True,0,2014-07-29
trevortheFox,1840,True,0,2014-11-10
thaAIDSTAR,105600,True,2,2014-06-30
76561198046859385,113400,False,0,2015-08-11
76561198040866260,50620,True,2,2013-12-26
TheTriggured,230410,True,1,2014-06-20
TimeForTriggy,315640,True,1,2014-08-20
MOHAM15,35450,True,2,2012-12-30
76561198048137488,4000,True,2,2013-12-07
76561198045536474,321830,True,2,2014-12-22
76561198077337646,2400,True,2,2015-01-20
McMonocle,440,True,2,2013-03-15
76561198082520598,301520,True,1,2014-12-19
76561198078135823,48700,True,2,2015-12-23
tualmasok,221100,True,2,2014-06-19
76561198064859777,730,True,1,2014-07-15
hoobiedoobie5657,322330,True,2,2015-04-25
tuanos,265930,False,2,2015-04-10
76561198141809909,343330,True,2,2015-02-28
babpls,219740,True,0,2015-01-12
Serious_,730,True,1,2015-07-09
Twat3021,570,True,1,2014-09-10
76561198066203399,730,True,1,2014-08-14
tyranidmaster,31280,True,1,2014-07-26
76561198093148567,220240,True,2,2014-01-24
76561197999426881,262060,False,2,2015-02-05
76561198056645429,440,True,1,2012-06-22
DatBoiOShitWhaddup,4000,True,2,2013-12-23
76561198045319744,49520,True,2,2014-07-11
1001101001110101,247730,False,2,2014-07-21
C0neyboy,212680,True,2,2012-12-11
swagdog69,292140,False,0,2015-06-24
Okomoito,440,True,2,2015-04-04
umbralla,440,True,0,2014-05-09
Dagonlevel5,200710,True,2,2014-10-01
76561198085200257,218230,True,2,2014-05-16
applekritz,252490,True,2,2014-04-01
UnaSim,34330,True,2,2014-06-15
76561198141117919,244850,True,2,2015-01-19
URHNDEH____DERGE,412400,True,2,2015-11-18
UnfitMantella,265930,True,2,2014-04-06
theghostmkung,1250,True,2,2013-12-06
WarEagle247,221100,False,0,2014-09-11
jor8,41070,True,2,2013-12-15
CinimitiYT,230410,True,2,2015-08-05
Unknown_Inigma,218620,True,2,2015-01-09
UnknownFusion,221100,True,0,2014-07-13
76561198071507074,730,True,2,2015-09-06
76561198032400276,40800,True,1,2015-12-29
76561198130106002,440,True,2,2015-03-01
PoreotixVail,730,True,2,2015-01-29
76561198041679528,360940,False,0,2015-12-24
Inferno_Gaming,440,True,2,2014-07-20
VasilyChuikov,232430,True,2,2015-06-18
overloadM,319630,True,2,2015-03-18
freehats,218620,True,2,2013-12-31
Imij000,570,True,2,2014-03-05
aafaqvirk,323370,True,2,2015-09-19
tinfoilcat,242680,True,1,2015-12-25
stverbal,242860,True,2,2015-05-18
veroxAU,730,True,2,2014-09-10
Vexest,218620,False,0,2015-10-17
76561198037519056,221100,True,2,2014-04-25
76561198056094672,207140,True,0,2015-12-04
76561198061207064,4000,True,2,2014-09-21
76561198067193543,109600,True,1,2014-01-26
76561198081367066,200210,True,2,2014-10-24
76561198055915124,12120,False,2,2014-12-08
76561198079316689,200210,True,2,2015-06-15
donovanFlame,730,True,2,2014-08-06
FUARFUARFUAR,236390,True,2,2015-06-23
76561198087374224,301520,True,1,2015-06-09
zmagma,440,True,0,2015-04-06
vizzi0nz,233720,True,0,2013-10-07
aharmlesssquirell,301480,True,2,2014-08-11
76561198024300582,8930,True,0,2014-04-04
76561198038397345,570,True,0,2014-02-01
VoxMaro,231310,True,1,2014-06-21
76561198038397345,570,True,0,2014-02-01
VoxMaro,231310,True,1,2014-06-21
vrspanky,201810,True,2,2015-04-17
-Thyme-,218620,True,2,2013-10-11
ellzorrr,238960,True,2,2013-12-15
76561197995042824,307290,True,2,2015-12-08
ignaciomena22,440,True,1,2013-09-29
76561198067366139,242760,True,2,2014-07-21
WalrusInSpace,209080,True,2,2014-02-12
76561198077707535,17500,True,2,2014-02-15
wannas493,92000,True,0,2014-04-01
76561198060785883,248820,True,0,2014-06-22
WarNorth,261920,True,1,2014-12-13
Sylisis,346110,True,2,2015-06-10
76561198035762177,301520,True,2,2014-12-20
jwatt1991,65800,True,2,2012-04-16
wavezero,570,True,1,2013-06-03
76561198086479820,227940,True,2,2015-09-12
EliotJordan,265930,True,2,2014-04-05
wjmj,98600,True,0,2014-01-12
fldwest,222880,True,2,2014-08-11
76561198152129309,304930,True,2,2015-08-04
nearf,24740,True,0,2015-01-09
WhisKeyBby,730,True,2,2015-01-07
Whitts,730,True,2,2014-11-26
a_unicorn950,440,True,1,2014-06-28
san48192,218620,True,2,2015-10-23
76561198070559036,391540,True,2,2015-12-23
76561198129265482,22380,False,0,2015-04-02
76561198054922473,440,True,2,2014-12-05
wikk3,440,True,2,2015-02-20
76561198117321520,620,True,2,2015-01-02
CJW2012,203770,True,2,2015-04-15
76561198074285384,236390,True,2,2015-03-30
76561198072355008,211820,True,2,2014-01-26
76561198186712695,4000,True,2,2015-12-11
76561198097038758,417860,True,2,2015-11-21
trpler,730,True,2,2014-09-12
76561198061741370,313120,True,2,2015-01-26
wizardshideout,440,True,2,2011-12-10
MrPolicimo,242860,True,0,2015-01-28
MrPolicimo,242860,True,0,2015-01-28
76561198064681833,204300,True,2,2014-10-18
cocokaru,250600,True,2,2014-02-14
iknowyoucanbe,304930,True,2,2014-07-18
76561198204073681,363970,True,2,2015-11-03
Wolfrexicorn,224260,True,2,2014-05-25
ShiftyWombat,4000,True,2,2014-09-24
Blitzboom01,271290,True,2,2014-05-22
76561198088129605,251570,False,2,2015-06-14
Cake-FTW,4000,True,2,2014-06-24
76561198032873398,200510,True,2,2013-11-26
virus3235,238460,True,0,2015-10-22
163050995,570,True,2,2015-04-15
76561198045479668,211820,True,2,2014-03-26
Freeballin99,239660,False,2,2015-01-15
wyvaud,1250,True,0,2012-07-13
76561198085399133,209870,True,2,2014-05-13
Xemmedi,234490,False,2,2014-06-28
N0P3_56,321840,True,2,2014-09-14
Zettarolf,220200,True,2,2014-05-07
revolvingelk,252950,True,2,2015-07-20
76561198068991610,10180,True,2,2015-10-13
4801,295110,False,2,2015-10-23
4801,295110,False,2,2015-10-23
xjerseypsycho,346110,True,2,2015-12-11
76561198091085055,440,True,1,2015-09-23
xoffy,270550,True,2,2014-09-15
jaz1357,218620,True,0,2015-01-03
chocklanisi,15700,True,2,2014-06-28
76561198080494889,304050,False,0,2015-09-20
76561198100578926,227940,False,1,2015-10-27
76561198090595012,730,True,1,2014-07-01
RATmasterfy,209870,False,1,2014-12-05
UltraPonies,4000,True,2,2014-04-08
76561198047115423,219740,True,2,2014-11-19
Hizamo,550,True,2,2013-12-24
Goatlicious,211820,True,1,2014-02-09
reina_san,206440,True,1,2014-10-31
TeamCursb11d,206420,True,1,2015-05-15
76561198082864529,107100,True,2,2015-04-16
syates,12210,True,2,2014-06-27
UchihaFernando,272510,True,1,2014-10-14
akaBryce,730,True,0,2015-08-05
akaBryce,730,True,0,2015-08-05
mikeytyson,260230,True,2,2014-07-07
Malleeable,221640,True,1,2014-02-08
swagerking,105600,True,2,2015-02-20
76561198098423566,440,True,2,2013-12-16
TheAussieMozzie,223710,True,1,2015-07-19
depressionbear,570,True,1,2014-12-30
piguzhu,440,True,0,2014-02-04
yirosboy,304930,False,1,2014-07-15
AdonSinky,354140,True,2,2015-03-17
yolofaceguy,261030,True,0,2014-09-02
yoshi_bilby,218680,True,1,2014-09-28
76561198114969651,202750,False,2,2015-04-28
KawaiiAntman,730,True,2,2015-01-28
76561198061547085,304930,True,1,2015-07-21
togekiss906,730,True,2,2015-06-19
kurtass1337,252490,True,2,2015-08-01
yay853482185,335330,False,0,2015-02-27
76561198089179910,219640,True,0,2014-05-18
Z1_M4N,70300,True,2,2012-05-05
76561198080914102,440,True,2,2014-07-22
zachster,357650,True,2,2015-10-07
76561198079529917,280790,True,2,2015-11-25
76561197990926687,346900,True,1,2015-04-08
zenncs,730,True,2,2015-01-01
zerak_kyria,570,True,2,2014-10-25
ZeryxAFKAccount,305260,True,2,2014-10-24
Zestayy,233630,True,2,2014-12-23
76561197993872196,730,True,2,2014-09-15
76561198066714498,1250,True,2,2014-05-11
76561198049320489,219890,True,2,2014-06-19
76561198086918051,230410,True,2,2013-11-25
Znade,4000,True,2,2015-09-24
Zodiac011,10090,True,2,2014-04-05
76561198060494794,233720,True,2,2013-07-14
AnOfficialPanda,239140,True,2,2015-12-31
ZuperAokii,239160,True,2,2014-04-13
Zynth-ian,440,True,2,2014-01-23
76561198083246772,12210,True,1,2014-01-04
76561198004203858,202090,True,2,2014-12-13
76561198027522403,232090,False,0,2015-12-06
MapleB0y,221100,True,0,2014-09-02
76561198054272239,72850,True,2,2012-06-14
xXAussieRockXx,220240,True,2,2014-12-08
Toe5,209870,True,2,2014-08-13
SWFTFries,327890,True,2,2015-12-22
76561198061404366,109400,True,1,2013-12-06
76561198050776986,275200,True,0,2015-10-27
76561198072342419,233450,True,2,2014-10-06
TahuW,269290,True,2,2015-09-11
76561198004791440,440,True,2,2015-02-18
AndyIzNogud,4000,True,2,2014-12-16
76561198084906493,72850,True,1,2013-12-10
76561198097640986,377160,True,2,2015-12-27
76561198053250719,570,True,1,2014-06-20
ED13,307780,False,0,2015-04-22
76561198036810976,204360,True,2,2014-06-26
lordthanatosbr,4000,False,0,2014-06-25
76561198040899282,221380,True,2,2014-03-12
Leopardts,333950,True,2,2015-02-22
76561198081791076,270550,True,2,2015-05-30
76561197986468427,221100,True,1,2014-01-04
76561198093797146,280790,True,1,2015-11-23
76561198076127919,42160,True,1,2015-05-02
simplyremi,304050,True,2,2015-07-11
76561198046584688,377160,True,0,2015-11-24
76561198059677335,304930,True,2,2014-09-21
spiderwizard2,210770,True,1,2014-04-13
adi_a12,356070,True,2,2015-09-01
76561198041284313,4000,True,2,2013-12-20
76561198117813768,252490,True,2,2014-01-28
76561198076638440,24240,True,2,2014-04-03
76561198062244065,730,True,1,2015-09-12
76561198002513165,226980,True,2,2015-04-20
ScarabScrub,440,True,2,2014-09-05
VRBones,312990,True,2,2015-08-23
76561198068688231,265930,True,2,2014-11-22
76561198017341667,98200,True,2,2011-08-15
4mrtm,440,True,2,2014-01-18
Benlord101,233720,True,1,2014-02-15
76561198103364951,440,True,2,2013-10-07
31575,440,True,1,2015-02-16
Meticrift,322170,True,2,2015-11-24
76561198070899741,302830,True,2,2015-01-07
76561198050396303,440,True,2,2014-06-20
76561198064710856,34870,True,2,2014-09-19
76561198064157979,47870,False,2,2015-10-10
2345254252312312,304930,False,1,2014-09-18
EpsiloN22,9900,False,0,2014-04-14
76561198091152936,218620,True,2,2015-05-15
76561198080889775,34330,True,1,2014-05-22
76561198048191274,346110,True,2,2015-09-29
76561198018561494,440,True,0,2012-12-06
nathan3197,221100,True,2,2014-01-11
76561198002527794,255710,True,2,2015-10-20
mf2_profile,271590,True,2,2015-08-17
SuchGayMuchWow,730,True,1,2015-07-18
76561198056887526,271290,False,1,2014-04-05
LegionofTalon,8870,True,2,2014-09-26
76561198073329158,48720,True,2,2014-10-30
EnderLord,319050,True,0,2014-12-28
76561198038259400,34330,True,1,2013-12-24
35353534,39000,True,2,2015-12-09
76561198077911827,105600,True,0,2014-01-18
76561198051314722,391540,True,2,2015-11-15
76561198085099625,333930,True,2,2015-06-30
76561198097168319,206500,True,2,2013-12-07
Ryuuuuuuu,63800,False,2,2014-12-22
Kurejieru,204360,True,2,2014-07-01
Frapplebats,263540,True,2,2014-05-28
L0RD117,6000,True,0,2015-05-18
ttaM5450151,295110,True,2,2015-11-02
76561198092104105,319510,True,2,2014-11-25
GANDPUG,51100,False,2,2013-12-06
grimroaeos,16870,True,2,2012-07-22
Benny3888,221100,False,0,2014-01-27
AkiAari,230410,True,2,2014-03-30
Teknoe,12500,True,2,2011-09-14
VNKat,253710,False,2,2014-07-03
Zeturtle,440,True,2,2014-01-12
shooterhunter,550,True,0,2015-02-16
Rushes99,208090,True,2,2014-03-08
N1C7,212680,True,2,2014-06-24
mudzkipper,55230,True,2,2013-12-11
76561198097885305,440,True,2,2014-05-07
76561198088865993,440,True,1,2015-12-03
SeaMayk,226700,True,1,2014-03-17
DjinnieContact,219830,True,2,2014-05-10
Rwby_Rose,570,True,0,2015-07-31
dead5,4000,True,2,2014-08-14
ArchangelItherael,236390,True,0,2015-12-28
76561198097857735,440,True,2,2013-12-07
76561198093244874,440,True,2,2015-05-10
YIBB_,252490,True,0,2015-06-19
MynameisAuz,239820,True,2,2014-01-02
76561198068549781,260230,True,2,2015-04-02
76561198025409181,1250,True,1,2014-07-05
a4fg44as54g,349700,True,2,2015-09-27
76561198051082631,200210,True,0,2012-11-23
76561198092305052,224540,True,2,2014-06-08
bindisposerer,208090,True,2,2014-03-08
76561198055065409,72850,True,1,2014-06-26
76561198018736748,236370,True,2,2015-02-14
76561198018736748,236370,True,2,2015-02-14
76561198039469366,211420,False,0,2015-02-04
76561198071505477,292030,True,2,2015-12-22
ihopethisurlhasnotbeentaken,730,True,0,2014-11-25
76561198104999290,248570,False,1,2015-07-17
TrackFight,33230,True,2,2014-01-19
76561198075407624,208090,True,1,2014-02-10
erggjmuyg,236390,True,1,2014-08-14
76561198090818363,105600,True,2,2014-09-17
force445,440,False,1,2014-04-24
jame_like,204100,True,1,2014-01-29
76561198093838282,4000,True,1,2014-04-13
76561198099270623,440,True,2,2014-07-05
hvf,1250,True,1,2014-08-26
reivehnfliyt,333950,True,2,2015-03-02
76561198155122205,218620,True,2,2014-10-20
Symbolize,214950,True,2,2013-11-26
shdqnvmfhvlf,440,True,1,2014-12-13
Gotaki,204240,True,2,2014-09-02
Kaboku,8870,True,2,2013-12-19
76561198082622016,440,True,2,2013-02-10
vampirespyJL93TF2,440,True,2,2014-11-18
76561198090020454,208090,False,1,2014-02-11
76561198086581134,104900,True,1,2014-11-14
76561198044038344,24200,True,0,2013-12-22
FakMuther1234,4000,True,1,2015-10-04
FakMuther1234,4000,True,1,2015-10-04
ZombieBiscuit,301520,True,1,2015-01-09
hotsaucdo,201810,True,2,2014-07-02
76561198093276380,440,True,2,2014-07-11
Hirutha,423880,True,1,2015-12-12
Roronage,323370,True,2,2015-08-06
Rivtex,298630,True,1,2015-12-23
76561198062785129,319630,True,2,2015-02-07
BDX777,23530,True,2,2014-01-04
76561198097453305,219830,True,2,2014-12-25
76561198022316167,212160,False,1,2015-08-04
76561198094193531,224580,True,2,2013-10-13
76561198089961001,317470,True,1,2014-09-05
AESTHETICSVAPORWAVE,63710,True,2,2015-01-05
chinsteam,730,True,2,2015-07-08
DaPohtehtoPuncake,236390,True,2,2015-07-13
Uve-Seen_Nothing,291210,False,2,2015-07-19
76561198077793852,209080,True,1,2014-03-31
76561198021482710,34900,True,0,2014-12-27
Arpek,218230,False,2,2014-06-05
76561198033472736,259080,True,1,2013-12-19
76561198060440669,51100,True,2,2015-05-05
Luckybeg,400,True,1,2013-06-06
76561198084042712,218620,True,1,2015-04-12
aushtin,4000,True,1,2012-06-01
76561198220237531,105600,True,2,2015-10-07
SeekTheDarkness,207230,False,0,2014-04-27
wizzfizz01,72850,True,2,2014-02-15
Blackboy72,333950,True,2,2015-04-12
FPS-Mike,730,True,2,2014-04-11
doratheinbred,730,True,0,2015-05-29
76561198007799026,10500,True,0,2010-12-28
heavykiinthesandvichborn,382490,True,1,2015-08-21
76561198075694490,730,True,1,2014-03-01
mrnuclear,440,True,1,2011-08-01
76561198071334632,208090,True,1,2015-02-18
76561198087445400,208090,True,1,2014-04-18
76561198055819674,217140,True,1,2013-11-16
TrulySeveral,440,True,2,2014-01-05
perrocallejero,72850,True,0,2013-11-28
AceTaco,55230,True,2,2013-10-02
SpongeyIsSweg,417860,True,2,2015-11-27
Dylbugs,730,True,2,2015-09-28
76561198159037032,231910,False,0,2015-07-03
Scorpion1903,3483,True,1,2015-10-01
LoveFayeForever,440,True,2,2014-08-07
Yomani,8930,True,1,2014-01-24
snowangelsdream,345650,True,2,2015-06-24
XXXmemesnshitXXX,202970,True,2,2015-02-27
Memes2k16,730,True,2,2015-06-13
3021Daniel,730,True,2,2014-05-06
416940127,291480,False,0,2015-09-06
76561198086884048,218620,True,2,2014-10-17
SleepyVioletteChan,440,True,2,2014-12-28
Aussiefella_69,730,True,2,2015-09-26
lilbkbx,282350,False,0,2015-01-09
Donttellem,295110,True,2,2015-11-16
downedpanda,221640,True,0,2013-12-31
UniIsBestWaifu,333980,True,2,2015-09-24
CottonCandyHusky,108600,True,2,2014-06-19
76561198082760506,218620,True,1,2015-11-09
saintfox,4000,True,2,2012-07-15
pharr49,265630,True,1,2014-08-21
76561198072028129,730,True,2,2015-06-07
76561197978409306,25830,True,2,2015-12-21
SNEAKY_Boxman,34330,True,2,2015-01-20
otorhinolaryngologist,270550,True,2,2014-12-19
vegetable89,240,True,2,2012-09-22
blazythemayordevil,440,True,2,2014-02-03
drdoob,105600,True,2,2015-07-23
GeneralHavoc_,730,True,2,2015-06-27
jakkpro895,24960,True,2,2011-07-10
analfelatiothecircumsoldier,730,True,2,2015-12-18
76561198085869763,218620,True,1,2015-01-01
jahmezgamingofficial,4000,True,0,2013-01-23
jz4012,218620,False,1,2015-08-09
ultrararepepes,205100,True,2,2014-12-02
76561198046360205,730,True,1,2015-08-30
PippleKipple,33930,True,2,2014-01-28
76561198073184460,440,True,2,2013-12-25
LifeOfLlama,730,True,1,2015-04-23
76561198094532627,304930,True,2,2015-03-07
G0ldguts,730,True,2,2015-11-30
The-Dunktown-Express,221380,True,1,2015-03-30
Beast_m0de,203160,True,2,2015-06-07
1234567890192837465,11020,True,2,2014-06-27
projecteldor,730,True,1,2014-12-25
micropie,550,True,2,2014-04-03
xdeadlymoonx,730,True,2,2015-01-19
